±¤Á¾,Ç°¸ñ,´ë·ú,±¹°¡,´ÜÀ§,2011 »ý»ê·®,2012 »ý»ê·®,2013 »ý»ê·®,2014 »ý»ê·®,2015 »ý»ê·®,2016 »ý»ê·®,2017 »ý»ê·®,2018 »ý»ê·®,2019 »ý»ê·®,2020 »ý»ê·®,2021 »ý»ê·®,2022 »ý»ê·®
¾Ë·ç¹Ì´½,bauxite,EUROPE,Bosnia & Herzegovina,ÃµÅæ,561.354,800.316,657.1,605.215,787.404,738.612,740.38,760.244,1043.343,619.748,675.269,633.529
¾Ë·ç¹Ì´½,bauxite,EUROPE,Croatia,ÃµÅæ,0,0,0,0,11.9,9.8,12.2,11.8,14.3,14.1,14.5,13.8
¾Ë·ç¹Ì´½,bauxite,EUROPE,France,ÃµÅæ,80.8,90.129,100,71.1,70,110,110,110,120.76,123.496,142.764,120
¾Ë·ç¹Ì´½,bauxite,EUROPE,Greece,ÃµÅæ,2324,1815.328,1844,1876,1831.27,1880,1927.145,1559.36,1379.123,1428.639,1227,1500
¾Ë·ç¹Ì´½,bauxite,EUROPE,Hungary,ÃµÅæ,277.8,255.1,93.7,14.4,8.3,16.7,4,5,0,0,0,0
¾Ë·ç¹Ì´½,bauxite,EUROPE,Montenegro,ÃµÅæ,158.6,0,61.154,82.162,50.369,516.239,927.846,468.2,774.725,897.057,542.049,170.768
¾Ë·ç¹Ì´½,bauxite,EUROPE,Russia,ÃµÅæ,5887.5,5166,5322,5589,5398,5431,5523,5651,6641,6647,6530.85,5538.9
¾Ë·ç¹Ì´½,bauxite,AFRICA,Ghana,ÃµÅæ,400.069,752.771,826.994,798.114,1014.605,1143.676,1476.966,1011.302,1116.334,1162.1,839.465,518.84
¾Ë·ç¹Ì´½,bauxite,AFRICA,Guinea,ÃµÅæ,17695.39,19614,20498,20287.8,20904.708,32423.932,51701.564,59573.707,70173.327,87766.199,90621.577,92416.175
¾Ë·ç¹Ì´½,bauxite,AFRICA,Ivory Coast,ÃµÅæ,0,0,0,0,0,0,0,0,0,272.295,300,120
¾Ë·ç¹Ì´½,bauxite,AFRICA,Mozambique,ÃµÅæ,10.352,8.633,5.697,3.324,4.985,1.451,3.182,9.912,8.024,6.491,7.852,7.8
¾Ë·ç¹Ì´½,bauxite,AFRICA,Sierra Leone,ÃµÅæ,1321,776,616,1161,1334.046,1368.502,1787.716,1938.455,1883.863,1342.139,1396.678,1074.89
¾Ë·ç¹Ì´½,bauxite,AFRICA,Tanzania,ÃµÅæ,29.52,28.434,39.977,25.641,0.205,0.073,0.013,0,0,0.026,38.142,9.87
¾Ë·ç¹Ì´½,bauxite,ASIA,China,ÃµÅæ,37173.844,44052.271,50339.383,59212.401,60787.599,66157.689,68392.954,70751.214,73323.663,73200,75000,73200
¾Ë·ç¹Ì´½,bauxite,ASIA,India,ÃµÅæ,13000,16507.96,20421,20688,26383,24219,22775.993,23228.82,22307.024,20315.303,22152.195,21374.914
¾Ë·ç¹Ì´½,bauxite,ASIA,Indonesia,ÃµÅæ,40643.852,31443.325,57023.8,2556.429,611.406,1458,2900,13243.2,16592.7,25859,25781,22046
¾Ë·ç¹Ì´½,bauxite,ASIA,Iran,ÃµÅæ,847,898.437,903.559,748.297,840.7,868.3,795.937,778.319,752.503,893.855,766.08,557.255
¾Ë·ç¹Ì´½,bauxite,ASIA,Kazakhstan,ÃµÅæ,5495.3,5170.3,5192.8,4515.6,4683,4801.3,4846.1,6104.2,4118.4,4057.8,4370.1,4320
¾Ë·ç¹Ì´½,bauxite,ASIA,Malaysia,ÃµÅæ,188.141,121.873,219.9,962.799,7164.956,34.924,189.131,589.697,1070.561,594.715,47.577,321.426
¾Ë·ç¹Ì´½,bauxite,ASIA,Pakistan,ÃµÅæ,,0,0,0,31.092,0,0,0,58.079,72,0,0
¾Ë·ç¹Ì´½,bauxite,ASIA,Saudi Arabia,ÃµÅæ,206,760.114,1044.36,2076,3022,4768,4117,5061,5127,4945.928,4780.876,5332.116
¾Ë·ç¹Ì´½,bauxite,ASIA,Turkey,ÃµÅæ,1024.896,1521.204,795.562,1091.442,518.55,989.2,1719.096,678.138,2255.48,2399.68,2764.873,2244
¾Ë·ç¹Ì´½,bauxite,ASIA,Vietnam,ÃµÅæ,99.73,600,482,1100,1100,1500,2700,3569.7,3600,3610,3659.45,3577.7
¾Ë·ç¹Ì´½,bauxite,AMERICA,Brazil,ÃµÅæ,33624.6,34987.8,33896,36313.2,37057,39244.2,38242.1,32377,31937.9,32897.8,35949.6,32321.4
¾Ë·ç¹Ì´½,bauxite,AMERICA,Colombia,ÃµÅæ,0,0,0,0,0,0,0,9,18.032,0,3.2,2.4
¾Ë·ç¹Ì´½,bauxite,AMERICA,Dominican Republic,ÃµÅæ,0,10.522,769.5,1446.3,1724.2,7.318,0,0,0,9.475,54.8,133.2
¾Ë·ç¹Ì´½,bauxite,AMERICA,Guyana,ÃµÅæ,1818.399,2213.972,1713.2,1563.563,1526.7,1479.09,1459.327,1926.052,1919.749,595.942,618.552,605.105
¾Ë·ç¹Ì´½,bauxite,AMERICA,Jamaica,ÃµÅæ,10188.916,9339.291,9435.214,9676.697,9628.824,8540.13,8244.628,10058.228,9022.286,7546.139,5949.599,4364.729
¾Ë·ç¹Ì´½,bauxite,AMERICA,Surinam,ÃµÅæ,3236.12,2873.343,2705.696,2707.721,1871.432,0,0,0,0,0,0,0
¾Ë·ç¹Ì´½,bauxite,AMERICA,U.S.A.,ÃµÅæ,63.121,128.152,138.154,243.468,475.092,272.9,352.1,399.7,154.9,13.59,0,0
¾Ë·ç¹Ì´½,bauxite,AMERICA,Venezuela,ÃµÅæ,2454.769,2285.949,2341,2315.8,991.81,300,242,92,79,0,0,0
¾Ë·ç¹Ì´½,bauxite,OCEANIA,Australia,ÃµÅæ,69977,76281.247,81119.334,78631.998,80909.262,83517.148,89420.586,95947.593,105543.789,103626.811,103266.404,102614.358
¾Ë·ç¹Ì´½,bauxite,OCEANIA,Fiji,ÃµÅæ,0,0,0,0,172.336,59.5,60,57.96,0,0,0,0
¾Ë·ç¹Ì´½,bauxite,OCEANIA,Solomon Islands,ÃµÅæ,0,0,0,0,291.889,240,1520,1650,1234,843,0,155.4
¾Ë·ç¹Ì´½,refined,EUROPE,Bosnia & Herzegovina,ÃµÅæ,163.654,159.66,157.1,131.238,118.253,106.649,125.536,131.508,67.69,0,0,137.568
¾Ë·ç¹Ì´½,refined,EUROPE,France,ÃµÅæ,334,349,343,400,415,424.6,430,380,402,417,440.8,337.9
¾Ë·ç¹Ì´½,refined,EUROPE,Germany,ÃµÅæ,432.474,410.413,492.368,530.682,541.381,546.805,549.994,528.867,507.934,529.054,509.193,341.213
¾Ë·ç¹Ì´½,refined,EUROPE,Greece,ÃµÅæ,165.15,165.046,169.457,173.3,180,181.189,181.7,187.465,186.903,189.036,183.7,236.5
¾Ë·ç¹Ì´½,refined,EUROPE,Hungary,ÃµÅæ,0,0,0,0,0,0,0,0,0,0,0,0
¾Ë·ç¹Ì´½,refined,EUROPE,Iceland,ÃµÅæ,780.853,802.827,736.429,698.887,724.24,700.15,760,731.5,682.6,691.995,695.861,725.917
¾Ë·ç¹Ì´½,refined,EUROPE,Italy,ÃµÅæ,133.9,97.1,0,0,0,0,0,0,0,0,0,0
¾Ë·ç¹Ì´½,refined,EUROPE,Montenegro,ÃµÅæ,92.526,74.384,47.951,42.767,42.499,38.9,39.379,40.163,36.522,37.208,45.214,0
¾Ë·ç¹Ì´½,refined,EUROPE,Netherlands,ÃµÅæ,327.96,86.272,81.011,0.822,27.704,36.288,29.3,41.303,81.149,70.615,46.731,0
¾Ë·ç¹Ì´½,refined,EUROPE,Norway,ÃµÅæ,1201,1110.9,1172.9,1182,1224,1247,1253,1295.02,1312.005,1330,1431.004,1333.786
¾Ë·ç¹Ì´½,refined,EUROPE,Poland,ÃµÅæ,0,0,0,0,0,0,0,0,0,0,0,0
¾Ë·ç¹Ì´½,refined,EUROPE,Romania,ÃµÅæ,260.02,249,250,263,271.44,272.5,282.074,282.809,280.326,271.309,293.399,191.805
¾Ë·ç¹Ì´½,refined,EUROPE,Russia,ÃµÅæ,3992,4024,3724,3488,3529,3561,3741.7,3774,3895.8,3855.7,3931.4,3661
¾Ë·ç¹Ì´½,refined,EUROPE,Slovakia,ÃµÅæ,162.841,160.663,163.378,167.794,171.328,173.642,173.493,173.721,174.795,151.875,163.995,71.933
¾Ë·ç¹Ì´½,refined,EUROPE,Slovenia,ÃµÅæ,75.301,83.278,84.035,84.361,83.776,84.365,84.424,80.511,68.255,50.182,37.867,37.2
¾Ë·ç¹Ì´½,refined,EUROPE,Spain,ÃµÅæ,408.38,386.395,420.41,484.872,360,360,360,350,230,216.2,192.7,0
¾Ë·ç¹Ì´½,refined,EUROPE,Sweden,ÃµÅæ,124.569,136.81,136.813,126.178,127.28,129.37,130.189,127.227,122.925,121.171,123.8,120
¾Ë·ç¹Ì´½,refined,EUROPE,Switzerland,ÃµÅæ,0,0,0,0,0,0,0,0,0,0,0,0
¾Ë·ç¹Ì´½,refined,EUROPE,Ukraine,ÃµÅæ,7.172,0,0,0,0,0,0,0,0,0,0,0
¾Ë·ç¹Ì´½,refined,EUROPE,United Kingdom,ÃµÅæ,213,60,45,41,48,46,46.508,44.383,39.39,35.745,37.573,31.337
¾Ë·ç¹Ì´½,refined,AFRICA,Cameroon,ÃµÅæ,69,52,75,93,63.2,63.9,75.4,71.2,54,68.224,52.035,55.702
¾Ë·ç¹Ì´½,refined,AFRICA,Egypt,ÃµÅæ,353.904,393.696,325.344,306.006,336.593,297,297.996,317.004,256,268,207.058,195.746
¾Ë·ç¹Ì´½,refined,AFRICA,Ghana,ÃµÅæ,36,37.976,36.601,38.116,33.782,33.8,40.5,42.9,43.217,37.62,39.2,69.533
¾Ë·ç¹Ì´½,refined,AFRICA,Mozambique,ÃµÅæ,561.702,563.83,561.702,566.878,558.425,571.1,577.496,571.127,564.756,571.128,564.756,573.146
¾Ë·ç¹Ì´½,refined,AFRICA,Nigeria,ÃµÅæ,17.647,25.882,2.353,0,0,0,0,0,0,0,8.06,0.72
¾Ë·ç¹Ì´½,refined,AFRICA,South Africa,ÃµÅæ,808.4,665,822,745,695,701,716,714.002,717,717,714,718
¾Ë·ç¹Ì´½,refined,ASIA,Azerbaijan,ÃµÅæ,0,54.242,53.922,50.358,49.038,36.8,28.5,44.71,32.693,31.5,25.706,41.449
¾Ë·ç¹Ì´½,refined,ASIA,Bahrain,ÃµÅæ,881.31,890.217,912.7,931.427,960.643,971.42,981.016,1011.1,1365.005,1548.5,1561.222,1600.111
¾Ë·ç¹Ì´½,refined,ASIA,China,ÃµÅæ,20072,23534,26534,28316.7,31518,32697.996,35189.054,36447.29,35974.528,37080.401,38502.609,40214
¾Ë·ç¹Ì´½,refined,ASIA,India,ÃµÅæ,1659.692,1713.924,1596.6,1898.891,1885.706,2732.949,3061.603,2933.939,3634.677,3568.101,3960.239,4047
¾Ë·ç¹Ì´½,refined,ASIA,Indonesia,ÃµÅæ,246.333,252.967,255.269,264.472,257.148,245.033,218.729,219.305,233.5,220.096,200.577,172.516
¾Ë·ç¹Ì´½,refined,ASIA,Iran,ÃµÅæ,321.9,336.53,331.855,282.675,296.148,296.924,300.151,307.108,233.832,376.797,506.722,631.867
¾Ë·ç¹Ì´½,refined,ASIA,Japan,ÃµÅæ,4.671,4.495,2.951,0.538,0,0,0,0,0,0,0,0
¾Ë·ç¹Ì´½,refined,ASIA,Kazakhstan,ÃµÅæ,248.766,250.269,250.563,207.85,219,235.6,254,258.4,264.9,265,262.406,254.442
¾Ë·ç¹Ì´½,refined,ASIA,Malaysia,ÃµÅæ,188.1,121.9,290.772,440,439.92,620,760.02,759.95,760,760,901,996
¾Ë·ç¹Ì´½,refined,ASIA,Oman,ÃµÅæ,373,360,354,363.5,377.186,386.395,253,381,390.516,396.929,395,395.6
¾Ë·ç¹Ì´½,refined,ASIA,Qatar,ÃµÅæ,450,627.971,634,640.153,610,612,620,616,628,655.3,634,653
¾Ë·ç¹Ì´½,refined,ASIA,Saudi Arabia,ÃµÅæ,0,0,187,662,839,871,916,932,967,1010.562,998,952
¾Ë·ç¹Ì´½,refined,ASIA,Tajikistan,ÃµÅæ,277.584,272.5,216.4,125,139.1,129.3,103,95.763,100.714,83.979,61,29.8
¾Ë·ç¹Ì´½,refined,ASIA,Turkey,ÃµÅæ,56.366,43.687,32.179,30.426,45.87,78.809,84.534,73.291,77.777,79.865,79.242,78.381
¾Ë·ç¹Ì´½,refined,ASIA,United Arab Emirates 1,ÃµÅæ,1750,1861.002,1847.916,2296,2397,2471,2600,2640,2579,2520,2540,2473.289
¾Ë·ç¹Ì´½,refined,ASIA,Vietnam,ÃµÅæ,11.9,12.7,177,485,0,0,0,0,0,0,0,0
¾Ë·ç¹Ì´½,refined,AMERICA,Argentina,ÃµÅæ,416.469,414.388,434.759,442.898,430.388,428.957,431.239,439.605,438.434,309.804,338.239,399.157
¾Ë·ç¹Ì´½,refined,AMERICA,Brazil,ÃµÅæ,1440.4,1436.4,1304.1,962,772.2,790,801.7,659,650.2,685.1,771.7,781.4
¾Ë·ç¹Ì´½,refined,AMERICA,Canada,ÃµÅæ,2987.964,2780.556,2967.364,2858.238,2880.037,3208.707,3211.882,2923.204,2853.771,3118,3136.704,3033.966
¾Ë·ç¹Ì´½,refined,AMERICA,U.S.A.,ÃµÅæ,1983.476,2070.316,1947.854,1709.668,1586.518,818.43,740.885,896.652,1126.032,1026.615,907.846,872.27
¾Ë·ç¹Ì´½,refined,AMERICA,Venezuela,ÃµÅæ,329.952,203.023,169.639,138.3,125.458,147.3,136.009,64.7,0,0,0,0
¾Ë·ç¹Ì´½,refined,OCEANIA,Australia,ÃµÅæ,1945,1864,1777.408,1704.99,1646,1633.904,1487.555,1574.24,1569.591,1585.017,1558.528,1495.995
¾Ë·ç¹Ì´½,refined,OCEANIA,New Zealand,ÃµÅæ,357,325,324,327,334,338.6,337,340,351,334,333,336
¾ÈÆ¼¸ð´Ï,mine,EUROPE,Russia,Åæ,6348,6400,6520,6520,7420,11888,16533,25233,15270,16800,16800,9000
¾ÈÆ¼¸ð´Ï,mine,AFRICA,South Africa,Åæ,2391,3044,2332,815,400,0,0,0,0,0,0,0
¾ÈÆ¼¸ð´Ï,mine,ASIA,China,Åæ,123900,135600,152100,123193,120700,108000,97683,89584,60229,64530,42622,45600
¾ÈÆ¼¸ð´Ï,mine,ASIA,Kazakhstan,Åæ,800,864,0,481,916,574,160,0,0,0,102,100
¾ÈÆ¼¸ð´Ï,mine,ASIA,Kyrgyzstan,Åæ,892,924,900,1450,1200,1880,1369,676,16,28,0,77
¾ÈÆ¼¸ð´Ï,mine,ASIA,Laos,Åæ,230,521,804,620,1166,242,339,368,143,0,35,271
¾ÈÆ¼¸ð´Ï,mine,ASIA,Myanmar,Åæ,7054,5900,7200,3300,3610,2780,2881,3088,9896,537,3455,3363
¾ÈÆ¼¸ð´Ï,mine,ASIA,Pakistan,Åæ,2,12,90,120,110,38,56,0,0,17,66,142
¾ÈÆ¼¸ð´Ï,mine,ASIA,Tajikistan,Åæ,5550,5544,7308,8000,10000,28280,28100,29700,27950,22543,16777,18000
¾ÈÆ¼¸ð´Ï,mine,ASIA,Thailand,Åæ,442,672,488,706,0,0,0,0,0,0,175,29
¾ÈÆ¼¸ð´Ï,mine,ASIA,Turkey,Åæ,2340,7119,4512,3070,1917,2800,4800,4000,3400,1547,1541,1200
¾ÈÆ¼¸ð´Ï,mine,ASIA,Vietnam,Åæ,286,480,1238,1373,219,229,244,244,306,300,0,0
¾ÈÆ¼¸ð´Ï,mine,AMERICA,Bolivia,Åæ,3947,5081,5052,4186,3843,2669,2844,3110,2747,2629,3084,3404
¾ÈÆ¼¸ð´Ï,mine,AMERICA,Canada,Åæ,300,100,177,5,1,0,0,6,6,8,24,12
¾ÈÆ¼¸ð´Ï,mine,AMERICA,Ecuador,Åæ,0,0,0,0,0,0,89,0,0,0,0,0
¾ÈÆ¼¸ð´Ï,mine,AMERICA,Guatemala,Åæ,0,62,159,0,0,25,0,0,155,100,108,108
¾ÈÆ¼¸ð´Ï,mine,AMERICA,Mexico,Åæ,105,169,294,266,501,687,256,310,300,290,300,692
¾ÈÆ¼¸ð´Ï,mine,AMERICA,Peru,Åæ,0,0,0,0,0,0,0,0,0,0,0,0
¾ÈÆ¼¸ð´Ï,mine,AMERICA,U.S.A.,Åæ,0,0,100,108,0,0,0,0,0,0,0,0
¾ÈÆ¼¸ð´Ï,mine,OCEANIA,Australia,Åæ,1576,2481,3277,3828,3996,5004,3115,2174,2032,3903,3380,2292
Ä«µå¹Å,refined,EUROPE,Armenia,Åæ,0,43,38.934,43,43,43,43,43,43,43,43,43
Ä«µå¹Å,refined,EUROPE,Bulgaria,Åæ,427,363,411,382,344,362,333,313,315,311,311,311
Ä«µå¹Å,refined,EUROPE,Germany,Åæ,400,400,400,400,400,400,500,500,450,450,450,450
Ä«µå¹Å,refined,EUROPE,Netherlands,Åæ,570,560,610,620,620,620,620,1100,1100,1100,1100,1100
Ä«µå¹Å,refined,EUROPE,Norway,Åæ,248.4,310,310,320,320,355,416,400,340,340,340,340
Ä«µå¹Å,refined,EUROPE,Poland,Åæ,526,530,460,628,383,319,309,305,199,200,200,200
Ä«µå¹Å,refined,EUROPE,Russia,Åæ,1100,1166,900,1000,1000,1500,1700,1700,1400,1400,1400,1400
Ä«µå¹Å,refined,ASIA,China,Åæ,6672,7265,7496,8201,8162,8222,8411,10349,8689,8689,8689,8689
Ä«µå¹Å,refined,ASIA,India,Åæ,616.251,612.972,605.229,462.712,462.7,462.748,462.708,462.708,462.708,462.708,462.708,462.708
Ä«µå¹Å,refined,ASIA,Japan,Åæ,1754.522,1855.475,1821.178,1850.889,1959.37,1988.458,2142.02,1978.891,1782.563,1946.76,1961,1482
Ä«µå¹Å,refined,ASIA,Kazakhstan,Åæ,1278,1166,1652,1495,1495,1495,1495,1495,1495,1495,1495,1495
Ä«µå¹Å,refined,ASIA,North Korea,Åæ,200.016,200.016,200,200,200,200,200,200,200,200,200,200
Ä«µå¹Å,refined,ASIA,South Korea,Åæ,3005,3000,4000,4090,4090,4000,4000,4905,4500,4500,4500,4500
Ä«µå¹Å,refined,AMERICA,Argentina,Åæ,31,37,28,39,107,39,39,39,39,39,39,39
Ä«µå¹Å,refined,AMERICA,Canada,Åæ,1240.458,1285.533,1313.4,1187.479,1158.803,2305.378,1802.067,1857,1803,1849.179,1671.422,1663.191
Ä«µå¹Å,refined,AMERICA,Mexico,Åæ,1494,1482,1451,1409,1283,1244,1126,1357,952,978,1051,1181
Ä«µå¹Å,refined,AMERICA,Peru,Åæ,572,684,695,769,757,820,797,765,772,451,456,456
Ä«µå¹Å,refined,AMERICA,U.S.A.,Åæ,600,600,600,550,550,550,550,550,550,550,550,550
Ä«µå¹Å,refined,OCEANIA,Australia,Åæ,390,380,380,380,380,380,380,380,380,380,380,380
ÄÚ¹ßÆ®,mine,EUROPE,Belgium,Åæ,3187,4200,5415,5850,6306,6329,6987,6360,6500,6500,6500,0
ÄÚ¹ßÆ®,mine,EUROPE,Finland,Åæ,10441,10547,10010,11452,10010,11187,12221,12874,14283,15148,11326,0
ÄÚ¹ßÆ®,mine,EUROPE,France,Åæ,354,326,308,219,308,119,277,48,200,200,200,0
ÄÚ¹ßÆ®,mine,EUROPE,Germany,Åæ,0,0,0,0,0,0,0,0,0,0,0,0
ÄÚ¹ßÆ®,mine,EUROPE,Norway,Åæ,3067,2969,3400,3600,3400,3500,3500,4200,4400,4400,4400,0
ÄÚ¹ßÆ®,mine,EUROPE,Poland,Åæ,0,0,0,0,0,0,0,0,0,0,0,0
ÄÚ¹ßÆ®,mine,EUROPE,Russia,Åæ,2337,2186,2368,2302,2368,3092,2077,1800,1850,1854,1816,0
ÄÚ¹ßÆ®,mine,EUROPE,United Kingdom,Åæ,0,0,0,0,0,0,0,0,0,0,0,0
ÄÚ¹ßÆ®,mine,AFRICA,Democratic Republic Congo,Åæ,3083,2999,3000,3300,3000,400,400,400,400,400,400,0
ÄÚ¹ßÆ®,mine,AFRICA,Madagascar,Åæ,0,0,2083,2915,2083,3273,3053,2852,2850,2001,1828,0
ÄÚ¹ßÆ®,mine,AFRICA,Morocco,Åæ,1788,1314,1353,1391,1353,1568,1428,1619,2444,2397,1828,0
ÄÚ¹ßÆ®,mine,AFRICA,South Africa,Åæ,840,1100,1294,1332,1300,1101,1062,1089,1007,897,531,0
ÄÚ¹ßÆ®,mine,AFRICA,Uganda,Åæ,661,556,376,0,0,0,0,0,0,0,0,0
ÄÚ¹ßÆ®,mine,AFRICA,Zambia,Åæ,5956,5665,5000,4317,5000,4725,2520,1613,1271,367,600,0
ÄÚ¹ßÆ®,mine,ASIA,China,Åæ,34969,29784,36062,39292,36062,45046,69600,78360,85000,80000,95000,0
ÄÚ¹ßÆ®,mine,ASIA,India,Åæ,1299,800,295,100,295,100,100,100,100,100,0,0
ÄÚ¹ßÆ®,mine,ASIA,Japan,Åæ,2007,2542,2747,3654,2747,4305,4159,3669,3680,3467,3852,0
ÄÚ¹ßÆ®,mine,AMERICA,Brazil,Åæ,1613,1750,1653,1350,1653,400,46,8,0,0,0,0
ÄÚ¹ßÆ®,mine,AMERICA,Canada,Åæ,5923,5682,5559,5261,5559,5544,6507,6152,5946,5825,6045,0
ÄÚ¹ßÆ®,mine,AMERICA,U.S.A.,Åæ,0,0,0,0,0,0,0,0,0,,0,0
ÄÚ¹ßÆ®,mine,OCEANIA,Australia,Åæ,4722,4769,4981,5419,4981,3200,3000,3200,3700,2900,2500,0
µ¿,mine,EUROPE,Albania,ÃµÅæ,4.436,4.779,5.9,3.498,1.615,0,0,2.384,6.088,7.79,5.971,5.63
µ¿,mine,EUROPE,Bulgaria,ÃµÅæ,114.603,118.255,115.149,108.322,112.6,111.869,113.321,109.4,110.68,113.119,98.026,121.42
µ¿,mine,EUROPE,Finland,ÃµÅæ,14,25.445,38.763,42.79,41.085,47.489,53.146,46.755,32.892,35.492,32.692,29.026
µ¿,mine,EUROPE,Georgia,ÃµÅæ,10.003,7.213,7,13.1,11.7,7.6,9.4,9.1,9.5,10,10,15.486
µ¿,mine,EUROPE,Macedonia,ÃµÅæ,7.555,9.506,11.016,9.201,11.101,10.427,9.47,7.815,7.229,6.662,6.169,6.972
µ¿,mine,EUROPE,Poland,ÃµÅæ,426.7,427.1,429.4,421.3,426,424.3,419.2,401.3,398.9,392.7,391.3,372.9
µ¿,mine,EUROPE,Portugal,ÃµÅæ,82.209,73.968,77.147,75.238,82.999,76.598,63.718,49.112,41.436,30.685,37.941,31.906
µ¿,mine,EUROPE,Romania,ÃµÅæ,6.4,5.9,6.7,7.7,7.7,8.42,6.519,8.505,10.201,9.383,7.911,7.62
µ¿,mine,EUROPE,Russia,ÃµÅæ,713.1,720,725,683,699.8,684.5,722,773,792.2,881.2,880.8,880.8
µ¿,mine,EUROPE,Serbia,ÃµÅæ,25.803,31.103,32.684,32.743,30.618,38.488,43.387,42.482,78.009,62.571,78.317,67.166
µ¿,mine,EUROPE,Spain,ÃµÅæ,68.449,97.697,101.557,104.352,121.438,137.889,188.343,186.498,171.35,190.31,149.542,120.755
µ¿,mine,EUROPE,Sweden,ÃµÅæ,82.967,82.422,82.904,79.344,75.126,78.992,104.449,106.052,99.287,100.149,86.279,84.266
µ¿,mine,AFRICA,Botswana,ÃµÅæ,22.253,32.103,48.49,47.655,13.888,12.415,1.239,1.462,0,0,0,0
µ¿,mine,AFRICA,Democratic Republic Congo,ÃµÅæ,479.985,608.419,816.7,995.6,1039.007,1023.686,1094.638,1225.229,1420.387,1400,1878.17,2359.825
µ¿,mine,AFRICA,Eritrea,ÃµÅæ,0,0,21.817,88.9,61.6,25.3,7.9,17.1,16,21.7,21.7,20.98
µ¿,mine,AFRICA,Mauritania,ÃµÅæ,35.281,37.67,37.97,33.079,44.956,32.818,28.811,28.137,29.62,28.491,18.845,13.313
µ¿,mine,AFRICA,Morocco,ÃµÅæ,12.083,16.579,13.01,22.363,26.85,31.814,35.388,32.171,28.556,30.236,30.914,34.892
µ¿,mine,AFRICA,Mozambique,ÃµÅæ,0,0,0,0,0,0,0,0,0,0,0,0
µ¿,mine,AFRICA,Namibia,ÃµÅæ,3.366,5.74,4.896,5.249,10.659,16.391,15.466,15.177,15.743,10.641,0.951,0
µ¿,mine,AFRICA,South Africa,ÃµÅæ,114.772,88.8,80.821,78.697,77.36,65.257,65.532,46.9,52.501,29.068,28.307,25.132
µ¿,mine,AFRICA,Tanzania,ÃµÅæ,6.748,8.841,15.029,16.381,16.796,7.366,5.85,0,0,0,0,0
µ¿,mine,AFRICA,Zambia,ÃµÅæ,739.8,700,751.6,755.8,725.348,737.999,794.1,854.1,789.942,869.063,880.8,880.8
µ¿,mine,AFRICA,Zimbabwe,ÃµÅæ,6.555,6.665,8.284,8.261,8.218,9.101,8.839,9.078,8.731,7.933,8.649,9.582
µ¿,mine,ASIA,Armenia,ÃµÅæ,33.598,41.22,48.89,46.799,51.79,95.187,95.813,68.908,92,90.153,90.154,73.82
µ¿,mine,ASIA,Azerbaijan,ÃµÅæ,0.611,0.502,0.329,0.675,0.969,1.947,2.063,1.645,2.213,2.718,2.649,2.516
µ¿,mine,ASIA,China,ÃµÅæ,1294.747,1551.5,1681.304,1741.2,1667.142,1850.672,1656.404,1506.638,1601.318,1673.338,1740.6,1665.6
µ¿,mine,ASIA,Cyprus,ÃµÅæ,3.741,4.358,3.574,3.06,2.108,1.841,1.352,0.904,0.703,0,0,0
µ¿,mine,ASIA,India,ÃµÅæ,36.37,34.37,39.46,36,28.488,32.761,32.999,40.75,42.19,31.65,41.77,30.06
µ¿,mine,ASIA,Indonesia,ÃµÅæ,542.964,398.114,493.962,366.049,580.146,695.855,666.336,651.1,400.235,491.863,730.91,835.693
µ¿,mine,ASIA,Iran,ÃµÅæ,258.934,245.198,222.7,212.142,243.096,278.468,292.359,311.426,307.326,309.206,315.911,301.712
µ¿,mine,ASIA,Japan,ÃµÅæ,0,0,0,0,0,0,0,0,0,0,0,0
µ¿,mine,ASIA,Kazakhstan,ÃµÅæ,433.399,490.834,538.034,500.647,566.065,595.78,745.182,620.612,710.815,721.479,740.915,807.28
µ¿,mine,ASIA,Kyrgyzstan,ÃµÅæ,0,0,0,0.7,3.1,8.3,8,7.6,7.3,5.1,6.1,6
µ¿,mine,ASIA,Laos,ÃµÅæ,138.756,149.58,154.915,159.695,167.742,167.677,153.304,150.88,141.285,91.3,92.385,99.656
µ¿,mine,ASIA,Malaysia,ÃµÅæ,0,0,0,0,0,0,0,0,0,0,0,0
µ¿,mine,ASIA,Mongolia,ÃµÅæ,123.978,123.942,189.001,251.332,326.735,352.514,319.786,320.176,306.464,307.363,319.422,287.577
µ¿,mine,ASIA,Myanmar,ÃµÅæ,12,17.995,17.7,31.314,44.85,63.085,86.166,127.575,121.891,161.193,157.2,157.2
µ¿,mine,ASIA,North Korea,ÃµÅæ,7.035,6.65,8.357,9.641,10.707,15.692,2.187,2.16,2.16,1.86,1.8,1.8
µ¿,mine,ASIA,Oman,ÃµÅæ,20.765,19.694,9.128,12.068,6.406,0,0,0,0,0,0,0
µ¿,mine,ASIA,Pakistan,ÃµÅæ,20.6,19.2,13.5,13.1,13.1,14.1,10.1,12.5,13,13.2,13.2,13.2
µ¿,mine,ASIA,Philippines,ÃµÅæ,63.834,65.444,90.861,92.443,83.835,83.64,68.157,69.933,71.892,60.856,51.586,59.079
µ¿,mine,ASIA,Saudi Arabia,ÃµÅæ,2.425,1.21,7.952,8.667,12.3,27.8,43,57.297,66.875,75.44,76.348,75.441
